row_index,file_a,file_b,label,clone_type_original,linear_svc_pred,linear_svc_acerto,logistic_regression_pred,logistic_regression_acerto,random_forest_pred,random_forest_acerto
61,submission51.py,submission54.py,0,0,0,True,0,True,0,True
62,submission52.py,submission54.py,1,3,2,False,2,False,0,False
63,submission53.py,submission54.py,0,0,0,True,0,True,0,True
64,submission55.py,submission56.py,1,3,3,True,3,True,0,False
65,submission55.py,submission57.py,0,0,0,True,0,True,0,True
66,submission56.py,submission57.py,0,0,0,True,0,True,0,True
67,submission55.py,submission58.py,1,2,2,True,2,True,2,True
68,submission56.py,submission58.py,0,0,2,False,2,False,0,True
69,submission57.py,submission58.py,0,0,0,True,0,True,0,True
70,submission55.py,submission59.py,0,0,0,True,0,True,0,True
71,submission56.py,submission59.py,0,0,0,True,0,True,0,True
72,submission57.py,submission59.py,0,0,0,True,3,False,0,True
73,submission58.py,submission59.py,0,0,0,True,0,True,0,True
74,submission55.py,submission60.py,0,0,2,False,0,True,0,True
75,submission56.py,submission60.py,1,2,2,True,2,True,2,True
76,submission57.py,submission60.py,0,0,0,True,0,True,0,True
77,submission58.py,submission60.py,0,0,2,False,2,False,0,True
78,submission59.py,submission60.py,0,0,0,True,0,True,0,True
79,submission61.py,submission62.py,1,3,0,False,3,True,3,True
80,submission61.py,submission63.py,0,0,2,False,2,False,2,False
81,submission62.py,submission63.py,0,0,0,True,0,True,0,True
82,submission61.py,submission64.py,0,0,0,True,0,True,0,True
83,submission62.py,submission64.py,0,0,0,True,0,True,0,True
84,submission63.py,submission64.py,0,0,0,True,0,True,0,True
85,submission61.py,submission65.py,0,0,0,True,0,True,0,True
86,submission62.py,submission65.py,0,0,0,True,0,True,0,True
87,submission63.py,submission65.py,0,0,0,True,0,True,0,True
88,submission64.py,submission65.py,0,0,0,True,0,True,0,True
89,submission61.py,submission66.py,0,0,0,True,0,True,0,True
90,submission62.py,submission66.py,0,0,3,False,3,False,0,True
91,submission63.py,submission66.py,0,0,0,True,0,True,0,True
92,submission64.py,submission66.py,0,0,0,True,0,True,0,True
93,submission65.py,submission66.py,1,2,2,True,2,True,2,True
94,submission67.py,submission68.py,1,3,0,False,0,False,0,False
95,submission67.py,submission69.py,0,0,0,True,0,True,0,True
96,submission68.py,submission69.py,0,0,0,True,0,True,0,True
97,submission67.py,submission70.py,0,0,0,True,0,True,0,True
98,submission68.py,submission70.py,0,0,0,True,0,True,0,True
99,submission69.py,submission70.py,0,0,0,True,0,True,0,True
100,submission67.py,submission71.py,0,0,0,True,0,True,0,True
101,submission68.py,submission71.py,0,0,2,False,2,False,2,False
102,submission69.py,submission71.py,0,0,0,True,0,True,0,True
103,submission70.py,submission71.py,0,0,0,True,0,True,0,True
104,submission67.py,submission72.py,0,0,0,True,0,True,0,True
105,submission68.py,submission72.py,0,0,0,True,0,True,0,True
106,submission69.py,submission72.py,0,0,0,True,0,True,0,True
107,submission70.py,submission72.py,0,0,0,True,0,True,0,True
108,submission71.py,submission72.py,0,0,0,True,0,True,0,True
109,submission73.py,submission74.py,1,3,3,True,3,True,3,True
110,submission73.py,submission75.py,0,0,0,True,0,True,0,True
111,submission74.py,submission75.py,0,0,0,True,0,True,0,True
112,submission73.py,submission76.py,0,0,0,True,0,True,0,True
113,submission74.py,submission76.py,0,0,0,True,0,True,0,True
114,submission75.py,submission76.py,0,0,0,True,3,False,0,True
115,submission77.py,submission78.py,1,3,3,True,3,True,3,True
116,submission77.py,submission79.py,0,0,0,True,0,True,0,True
117,submission78.py,submission79.py,0,0,0,True,0,True,0,True
118,submission77.py,submission80.py,0,0,0,True,0,True,0,True
119,submission78.py,submission80.py,0,0,0,True,0,True,0,True
120,submission79.py,submission80.py,1,3,1,False,1,False,3,True
121,submission77.py,submission81.py,1,3,0,False,3,True,3,True
122,submission78.py,submission81.py,1,3,3,True,3,True,3,True
123,submission79.py,submission81.py,0,0,0,True,0,True,0,True
124,submission80.py,submission81.py,0,0,0,True,0,True,0,True
125,submission82.py,submission83.py,0,0,3,False,3,False,0,True
126,submission82.py,submission84.py,0,0,0,True,0,True,0,True
127,submission83.py,submission84.py,0,0,0,True,0,True,0,True
128,submission82.py,submission85.py,1,3,1,False,1,False,3,True
129,submission83.py,submission85.py,0,0,3,False,3,False,0,True
130,submission84.py,submission85.py,0,0,0,True,0,True,0,True
131,submission82.py,submission86.py,0,0,0,True,0,True,0,True
132,submission83.py,submission86.py,0,0,0,True,0,True,0,True
133,submission84.py,submission86.py,0,0,0,True,0,True,0,True
134,submission85.py,submission86.py,0,0,0,True,0,True,0,True
135,submission97.py,submission88.py,0,0,0,True,0,True,0,True
136,submission87.py,submission89.py,0,0,0,True,0,True,0,True
137,submission88.py,submission89.py,0,0,0,True,0,True,0,True
138,submission87.py,submission90.py,0,0,0,True,0,True,0,True
139,submission88.py,submission90.py,0,0,0,True,0,True,0,True
140,submission89.py,submission90.py,0,0,0,True,0,True,0,True
141,submission87.py,submission91.py,0,0,0,True,0,True,0,True
142,submission88.py,submission91.py,0,0,0,True,0,True,0,True
143,submission89.py,submission91.py,0,0,0,True,0,True,0,True
144,submission90.py,submission91.py,0,0,0,True,0,True,0,True
145,submission92.py,submission94.py,0,0,0,True,0,True,0,True
146,submission93.py,submission94.py,0,0,0,True,0,True,0,True
147,submission92.py,submission95.py,0,0,0,True,0,True,0,True
148,submission93.py,submission95.py,0,0,0,True,0,True,0,True
149,submission94.py,submission95.py,1,3,0,False,3,True,3,True
150,submission92.py,submission96.py,0,0,0,True,0,True,0,True
151,submission93.py,submission96.py,0,0,0,True,0,True,0,True
152,submission94.py,submission96.py,0,0,0,True,0,True,0,True
153,submission95.py,submission96.py,0,0,0,True,0,True,0,True
154,submission97.py,submission98.py,0,0,0,True,0,True,0,True
155,submission97.py,submission99.py,0,0,0,True,0,True,0,True
156,submission98.py,submission99.py,0,0,0,True,0,True,0,True
157,submission97.py,submission100.py,0,0,0,True,0,True,0,True
158,submission98.py,submission100.py,0,0,0,True,0,True,0,True
159,submission99.py,submission100.py,0,0,0,True,0,True,0,True
160,submission97.py,submission101.py,0,0,0,True,0,True,0,True
161,submission98.py,submission101.py,0,0,0,True,0,True,0,True
162,submission99.py,submission101.py,0,0,0,True,0,True,0,True
163,submission100.py,submission101.py,0,0,0,True,0,True,0,True
164,submission102.py,submission103.py,1,2,2,True,2,True,2,True
165,submission102.py,submission104.py,1,2,3,False,3,False,0,False
166,submission103.py,submission104.py,1,3,3,True,3,True,3,True
167,submission102.py,submission105.py,1,3,3,True,3,True,3,True
168,submission103.py,submission105.py,1,3,3,True,3,True,0,False
169,submission104.py,submission105.py,1,3,0,False,0,False,0,False
170,submission102.py,submission106.py,0,0,3,False,3,False,3,False
171,submission103.py,submission106.py,0,0,3,False,3,False,0,True
172,submission104.py,submission106.py,0,0,0,True,0,True,0,True
173,submission105.py,submission106.py,0,0,0,True,0,True,0,True
174,submission107.py,submission108.py,1,3,2,False,2,False,2,False
175,submission107.py,submission109.py,1,3,1,False,1,False,2,False
176,submission108.py,submission109.py,0,0,2,False,2,False,2,False
177,submission107.py,submission110.py,1,3,3,True,3,True,3,True
178,submission108.py,submission110.py,1,3,3,True,3,True,3,True
179,submission109.py,submission110.py,0,0,3,False,3,False,3,False
180,submission107.py,submission111.py,0,0,0,True,0,True,0,True
181,submission108.py,submission111.py,0,0,0,True,0,True,0,True
182,submission109.py,submission111.py,0,0,0,True,0,True,0,True
183,submission110.py,submission111.py,0,0,0,True,0,True,0,True
184,submission112.py,submission113.py,1,2,2,True,2,True,3,False
185,submission112.py,submission114.py,1,3,3,True,3,True,3,True
186,submission113.py,submission114.py,1,3,3,True,3,True,3,True
187,submission112.py,submission115.py,1,2,2,True,2,True,2,True
188,submission113.py,submission115.py,1,2,2,True,2,True,2,True
189,submission114.py,submission115.py,1,3,3,True,3,True,3,True
190,submission112.py,submission116.py,1,3,0,False,0,False,0,False
191,submission113.py,submission116.py,1,3,0,False,0,False,0,False
192,submission114.py,submission116.py,0,0,0,True,0,True,0,True
193,submission115.py,submission116.py,1,3,0,False,0,False,0,False
194,submission117.py,submission118.py,1,3,2,False,3,True,0,False
195,submission117.py,submission119.py,0,0,2,False,2,False,2,False
196,submission118.py,submission119.py,0,0,2,False,0,True,0,True
197,submission117.py,submission120.py,0,0,2,False,0,True,0,True
198,submission118.py,submission120.py,0,0,2,False,2,False,2,False
199,submission119.py,submission120.py,0,0,2,False,0,True,0,True
200,submission117.py,submission121.py,0,0,2,False,2,False,2,False
201,submission118.py,submission121.py,0,0,2,False,0,True,0,True
202,submission119.py,submission121.py,0,0,2,False,2,False,2,False
203,submission120.py,submission121.py,0,0,2,False,0,True,0,True
204,submission122.py,submission123.py,1,3,3,True,3,True,3,True
205,submission122.py,submission124.py,1,3,3,True,3,True,3,True
206,submission123.py,submission124.py,0,0,3,False,3,False,3,False
207,submission122.py,submission125.py,1,3,3,True,3,True,3,True
208,submission123.py,submission125.py,0,0,3,False,3,False,3,False
209,submission124.py,submission125.py,0,0,0,True,3,False,3,False
210,submission122.py,submission126.py,0,0,3,False,3,False,3,False
211,submission123.py,submission126.py,0,0,3,False,3,False,3,False
212,submission124.py,submission126.py,0,0,0,True,3,False,3,False
213,submission125.py,submission126.py,0,0,3,False,3,False,3,False
214,submission127.py,submission128.py,1,3,3,True,3,True,3,True
215,submission127.py,submission129.py,1,3,3,True,3,True,3,True
216,submission128.py,submission129.py,1,3,0,False,3,True,0,False
217,submission127.py,submission130.py,1,3,3,True,3,True,3,True
218,submission128.py,submission130.py,1,3,3,True,3,True,0,False
219,submission129.py,submission130.py,1,3,3,True,3,True,0,False
220,submission127.py,submission131.py,0,0,3,False,3,False,3,False
221,submission128.py,submission131.py,0,0,0,True,0,True,0,True
222,submission129.py,submission131.py,1,3,0,False,0,False,0,False
223,submission130.py,submission131.py,1,3,0,False,0,False,0,False
224,submission132.py,submission133.py,1,1,1,True,1,True,1,True
225,submission132.py,submission134.py,0,0,3,False,0,True,0,True
226,submission133.py,submission134.py,0,0,3,False,0,True,0,True
227,submission132.py,submission135.py,1,2,2,True,2,True,2,True
228,submission133.py,submission135.py,1,2,2,True,2,True,2,True
229,submission134.py,submission135.py,0,0,3,False,0,True,0,True
230,submission132.py,submission136.py,0,0,0,True,3,False,3,False
231,submission133.py,submission136.py,0,0,0,True,3,False,3,False
232,submission134.py,submission136.py,0,0,3,False,0,True,0,True
233,submission135.py,submission136.py,0,0,0,True,0,True,0,True
234,submission137.py,submission138.py,1,3,3,True,3,True,3,True
235,submission137.py,submission139.py,0,0,3,False,3,False,0,True
236,submission138.py,submission139.py,1,3,0,False,0,False,0,False
237,submission137.py,submission140.py,1,3,3,True,3,True,0,False
238,submission138.py,submission140.py,0,0,3,False,3,False,3,False
239,submission139.py,submission140.py,0,0,3,False,3,False,0,True
240,submission137.py,submission141.py,0,0,0,True,0,True,0,True
241,submission138.py,submission141.py,0,0,0,True,0,True,0,True
242,submission139.py,submission141.py,0,0,0,True,0,True,0,True
243,submission139.py,submission150.py,1,2,2,True,2,True,2,True
244,submission140.py,submission141.py,0,0,0,True,0,True,0,True
245,submission142.py,submission143.py,1,3,3,True,3,True,3,True
246,submission142.py,submission144.py,1,3,3,True,3,True,0,False
247,submission143.py,submission144.py,1,3,3,True,3,True,3,True
248,submission142.py,submission145.py,1,3,3,True,3,True,0,False
249,submission143.py,submission145.py,1,3,3,True,3,True,3,True
250,submission144.py,submission145.py,1,1,1,True,1,True,1,True
251,submission142.py,submission146.py,1,3,3,True,3,True,0,False
252,submission143.py,submission146.py,0,0,2,False,2,False,2,False
253,submission144.py,submission146.py,0,0,0,True,0,True,0,True
254,submission145.py,submission146.py,0,0,0,True,0,True,0,True
255,submission147.py,submission148.py,1,2,2,True,2,True,2,True
256,submission148.py,submission149.py,1,1,1,True,1,True,1,True
257,submission131.py,submission151.py,1,2,2,True,2,True,2,True
258,submission119.py,submission152.py,1,2,2,True,2,True,2,True
259,submission130.py,submission153.py,1,2,2,True,2,True,2,True
260,submission142.py,submission154.py,1,2,2,True,2,True,2,True
261,submission145.py,submission155.py,1,2,2,True,2,True,2,True
262,submission147.py,submission156.py,1,2,2,True,2,True,2,True
263,submission122.py,submission157.py,1,2,2,True,2,True,2,True
264,submission115.py,submission158.py,1,2,2,True,2,True,2,True
265,submission105.py,submission159.py,1,2,2,True,2,True,2,True
266,submission87.py,submission160.py,1,2,2,True,2,True,2,True
267,submission131.py,submission161.py,1,2,2,True,2,True,2,True
268,submission162.py,submission163.py,1,2,2,True,2,True,2,True
269,submission162.py,submission164.py,1,2,2,True,2,True,2,True
270,submission162.py,submission164.py,1,2,2,True,2,True,2,True
271,submission162.py,submission165.py,1,2,2,True,2,True,2,True
272,submission163.py,submission164.py,1,2,2,True,2,True,2,True
273,submission163.py,submission165.py,1,2,2,True,2,True,2,True
274,submission164.py,submission165.py,1,2,2,True,2,True,2,True
275,submission166.py,submission167.py,1,2,2,True,2,True,2,True
276,submission166.py,submission168.py,1,2,2,True,2,True,2,True
277,submission166.py,submission169.py,1,2,2,True,2,True,2,True
278,submission167.py,submission168.py,1,2,2,True,2,True,2,True
279,submission167.py,submission169.py,1,2,2,True,2,True,2,True
280,submission168.py,submission169.py,1,2,2,True,2,True,2,True
281,submission170.py,submission171.py,1,2,2,True,2,True,2,True
282,submission170.py,submission172.py,1,2,2,True,2,True,2,True
283,submission170.py,submission173.py,1,2,2,True,2,True,2,True
284,submission170.py,submission174.py,1,2,2,True,2,True,2,True
285,submission171.py,submission172.py,1,2,2,True,2,True,2,True
286,submission171.py,submission173.py,1,2,2,True,2,True,2,True
287,submission171.py,submission174.py,1,2,2,True,2,True,2,True
288,submission172.py,submission173.py,1,2,2,True,2,True,2,True
289,submission172.py,submission174.py,1,2,2,True,2,True,2,True
290,submission173.py,submission174.py,1,2,2,True,2,True,2,True
291,submission175.py,submission176.py,1,1,1,True,1,True,1,True
292,submission177.py,submission178.py,1,1,1,True,1,True,1,True
293,submission179.py,submission180.py,1,1,1,True,1,True,1,True
294,submission181.py,submission182.py,1,1,1,True,1,True,1,True
295,submission183.py,submission184.py,1,1,1,True,1,True,1,True
296,submission185.py,submission186.py,1,1,1,True,1,True,1,True
297,submission187.py,submission188.py,1,1,1,True,1,True,1,True
298,submission189.py,submission190.py,1,1,1,True,1,True,1,True
299,submission191.py,submission192.py,1,1,1,True,1,True,1,True
300,submission193.py,submission194.py,1,1,1,True,1,True,1,True
301,submission195.py,submission196.py,1,1,1,True,1,True,1,True
302,submission197.py,submission198.py,1,1,1,True,1,True,1,True
303,submission199.py,submission200.py,1,1,1,True,1,True,1,True
304,submission201.py,submission202.py,1,1,1,True,1,True,1,True
305,submission203.py,submission204.py,1,1,1,True,1,True,1,True
306,submission205.py,submission206.py,1,1,1,True,1,True,1,True
307,submission207.py,submission208.py,1,1,1,True,1,True,1,True
308,submission209.py,submission210.py,1,1,1,True,1,True,1,True
309,submission211.py,submission212.py,1,1,1,True,1,True,1,True
310,submission213.py,submission214.py,1,1,1,True,1,True,1,True
311,submission215.py,submission216.py,1,1,1,True,1,True,1,True
312,submission217.py,submission218.py,1,1,1,True,1,True,1,True
313,submission219.py,submission220.py,1,1,1,True,1,True,1,True
314,submission221.py,submission222.py,1,1,1,True,1,True,1,True
315,submission223.py,submission224.py,1,1,1,True,1,True,1,True
316,submission225.py,submission226.py,1,1,1,True,1,True,1,True
317,submission227.py,submission228.py,1,1,1,True,1,True,1,True
318,submission229.py,submission230.py,1,1,1,True,1,True,1,True
319,submission231.py,submission232.py,1,1,1,True,1,True,1,True
320,submission233.py,submission234.py,1,1,1,True,1,True,1,True
321,submission235.py,submission236.py,1,1,1,True,1,True,1,True
322,submission237.py,submission238.py,1,1,1,True,1,True,1,True
323,submission239.py,submission240.py,1,1,1,True,1,True,1,True
324,submission241.py,submission242.py,1,1,1,True,1,True,1,True
325,submission243.py,submission244.py,1,1,1,True,1,True,1,True
326,submission245.py,submission246.py,1,1,1,True,1,True,1,True
327,submission247.py,submission248.py,1,1,1,True,1,True,1,True
328,submission249.py,submission250.py,1,1,1,True,1,True,1,True
329,submission251.py,submission252.py,1,1,1,True,1,True,1,True
330,submission253.py,submission254.py,1,1,1,True,1,True,1,True
331,submission255.py,submission256.py,1,1,1,True,1,True,1,True
332,submission257.py,submission258.py,1,1,1,True,1,True,1,True
333,submission259.py,submission260.py,1,1,1,True,1,True,1,True
334,submission261.py,submission262.py,1,1,1,True,1,True,1,True
335,submission263.py,submission264.py,1,1,1,True,1,True,1,True
336,submission265.py,submission266.py,1,1,1,True,1,True,1,True
337,submission267.py,submission268.py,1,1,1,True,1,True,1,True
338,submission269.py,submission270.py,1,1,1,True,1,True,1,True
339,submission271.py,submission272.py,1,1,1,True,1,True,1,True
340,submission273.py,submission274.py,1,1,1,True,1,True,1,True
341,submission275.py,submission276.py,1,1,1,True,1,True,1,True
342,submission277.py,submission278.py,1,1,1,True,1,True,1,True
343,submission279.py,submission280.py,1,1,1,True,1,True,1,True
344,submission281.py,submission282.py,1,3,3,True,3,True,3,True
345,submission283.py,submission284.py,1,3,3,True,3,True,3,True
346,submission285.py,submission286.py,1,3,3,True,3,True,3,True
347,submission287.py,submission288.py,1,3,3,True,3,True,3,True
348,submission289.py,submission290.py,1,3,3,True,3,True,3,True
349,submission291.py,submission292.py,1,3,3,True,3,True,3,True
350,submission293.py,submission294.py,1,3,3,True,3,True,3,True
351,submission295.py,submission296.py,1,3,0,False,3,True,3,True
352,submission297.py,submission298.py,1,3,3,True,3,True,3,True
353,submission299.py,submission300.py,1,3,3,True,3,True,3,True
354,submission301.py,submission302.py,1,3,3,True,3,True,3,True
355,submission303.py,submission304.py,1,3,0,False,3,True,3,True
356,submission305.py,submission306.py,1,3,3,True,3,True,3,True
357,submission307.py,submission308.py,1,1,1,True,1,True,1,True
358,submission309.py,submission310.py,1,3,3,True,3,True,3,True
359,submission311.py,submission312.py,1,3,3,True,3,True,3,True
360,submission313.py,submission314.py,1,3,3,True,3,True,3,True
361,submission315.py,submission316.py,1,3,3,True,3,True,3,True
362,submission317.py,submission318.py,1,3,3,True,3,True,3,True
363,submission319.py,submission320.py,1,3,3,True,3,True,3,True
364,submission321.py,submission322.py,1,3,3,True,3,True,3,True
365,submission323.py,submission324.py,1,3,3,True,3,True,3,True
366,submission325.py,submission326.py,1,3,3,True,3,True,3,True
367,submission327.py,submission328.py,1,3,3,True,3,True,3,True
368,submission329.py,submission330.py,1,3,3,True,3,True,3,True
